ingredient_id,co2_per_kg,water_L_per_kg,energy_MJ_per_kg
ingredient:saintpaulin_cheese_from_cows_milk,11.4901137941999,0.7491052055999999,32.9
ingredient:salers_cheese_from_cows_milk,12.0167105118999,0.7744241166,32.8
ingredient:sellessurcher_cheese_from_goats_milk,14.4361054055469,2.5353795311,48.4
ingredient:processed_cheese_snack_w_breadsticks_for_children,11.2240331856089,0.8396754295000001,43.8
ingredient:processed_cheese_with_fresh_cream_cheese_and_walnuts,11.568690163003897,1.2946462945,45.6
ingredient:uncured_soft_cheese_spreadable_around_fat_flavoured,10.329668155377902,0.6292210238000001,31.1
ingredient:uncured_soft_cheese_spreadable_around_fat_in_a_tub,9.559993984977904,0.5871818802000001,30.8
ingredient:uncured_soft_cheese_spreadable_around_fat_in_a_tub,10.329668155377902,0.6292210238000001,31.1
ingredient:plantbased_spreadcheese_type_with_soybean_prepacked,3.741789335821899,1.3509896943,29.6
ingredient:plantbased_cheese_without_soybean_prepacked_sliced,4.9517865205539,4.489263680299999,35.5
ingredient:plantbased_cheese_without_soybean_prepacked_shredded,4.9528692845559,4.489268694299999,35.5
ingredient:tomme_cheese_from_the_french_bauges_munntains,11.6698215382689,0.7065617771000001,28.2
ingredient:tomme_cheese_from_mountain_or_savoy,11.518881203548895,0.6983490203,28.1
ingredient:tomme_cheese_from_cows_milk,11.610988175958898,0.7031470387000001,28.2
ingredient:tomme_cheese_reduced_fat_around_fat,11.518881203548895,0.6983490203,28.1
ingredient:valencay_cheese_from_goats_milk,14.881445066446895,2.6076033227,49.1
ingredient:condensed_milk_without_sugar_whole,5.046746343907601,0.3218179978,12.0
ingredient:condensed_milk_with_sugar_whole,5.046746343907601,0.3218179978,12.0
ingredient:sheep_milk_whole,4.36366842744951,0.1654564095,10.2
ingredient:goat_milk_half_skimmed_uht_pasteurized,3.035324867280654,0.5135925365,10.3
ingredient:goat_milk_whole_raw,3.035324867280654,0.5135925365,10.3
ingredient:goat_milk_whole_uht,3.035324867280654,0.5135925365,10.3
ingredient:milk_semiskimmed_reduced_lactose,2.548842475218,0.1546887351,8.17
ingredient:milk_semiskimmed_pasteurised,2.548842475218,0.1546887351,8.17
ingredient:milk_semiskimmed_uht,2.548842475218,0.1546887351,8.17
ingredient:milk_semiskimmed_vitamin_d_fortified_uht,2.548842475218,0.1546887351,8.17
ingredient:milk_skimmed_pasteurised,2.300055931088999,0.1418146071,7.89
ingredient:milk_skimmed_uht,2.300055931088999,0.1418146071,7.89
ingredient:milk_powder_semiskimmed_non_rehydrated,21.2710097393332,1.1234338531999997,41.7
ingredient:milk_powder_skimmed_non_rehydrated,18.754819894584774,0.9934054357000002,38.9
ingredient:milk_powder_whole_non_rehydrated,24.9102376761092,1.3125664781999995,45.8
ingredient:milk_whole_pasteurised,2.91035020077,0.1734147341,8.58
ingredient:milk_whole_uht,2.91035020077,0.1734147341,8.58
ingredient:dairy_drink_or_fermented_milk_or_yogurt_flavoured_with_sugar,3.963763401192901,1.7065223555,26.9
ingredient:dairy_drink_or_fermented_milk_or_yogurt_with_fruits_with_sugar,3.963763401192901,1.7065223555,26.9
ingredient:dairy_drink_or_fermented_milk_or_yogurt_plain_with_sugar_with_l_casei,3.963763401192901,1.7065223555,26.9
ingredient:cheesecake_refrigerated,6.391064423676902,0.9448110555,38.5
ingredient:fruits_batterpudding_refrigerated,4.206547894363901,5.619123904499999,33.8
ingredient:custard_cream_with_eggs_refrigerated,7.752796559032902,0.6742995845,32.1
ingredient:caramelized_custard_cream_refrigerated,4.3654347360409,1.0242936835,31.9
ingredient:custard_cream_with_caramel_sauce_refrigerated,3.7929791107969,0.7258865255000001,27.9
ingredient:custard_dessert_vanilla_canned,3.655055710798399,0.522846778,25.1
ingredient:custard_dessert_vanilla_refrigerated,3.891087062364901,0.5275738405,27.7
ingredient:custard_dessert_coffee_refrigerated,3.891087062364901,0.5275738405,27.7
ingredient:custard_dessert_caramel_refrigerated,3.891087062364901,0.5275738405,27.7
ingredient:custard_dessert_chocolate_canned,7.2449232839744,0.558078675,27.3
ingredient:custard_dessert_chocolate_refrigerated,7.4819546455519,0.5628057375000001,29.9
ingredient:custard_dessert_reduced_fat_refrigerated,3.891087062364901,0.5275738405,27.7
ingredient:pastry_cream_or_custard,3.0327252892349,0.4996501445,22.9
ingredient:soy_dessert_flavoured_refrigerated,2.4871436496679,1.7640215991999997,27.2
ingredient:soy_dessert_w_fruits_refrigerated,2.4871436496679,1.7640215991999997,27.2
ingredient:soy_dessert_plain_refrigerated,2.4146891856398995,0.4913477131999999,26.5
ingredient:drained_soft_fresh_cheese_around_fat,10.495464903119895,0.5823597731000001,28.2
ingredient:flan_with_eggs_refrigerated,4.058916187719901,0.6152963055,29.9
ingredient:fresh_cream_cheese_plain_fat_free,3.6158439546539007,0.2816247516,17.5
ingredient:fresh_cream_cheese_plain_around_fat,4.172180830666899,0.3010299586,23.4
ingredient:fresh_cream_cheese_plain_creamy_around_fat,4.6747045776289,0.3283558016,19.8
ingredient:fresh_cream_cheese_with_fruits_creamy_with_sugar_around_fat,3.1402946684749,0.8254998785000002,24.5
ingredient:petitsuisse_fresh_cream_cheese_type_fruits_flavoured_fat_fortified_with_calcium_and_vitamin_d,3.853371232700036,0.286248951,18.9
ingredient:petitsuisse_fresh_cream_cheese_type_with_fruits_fat,3.853371232700036,0.286248951,18.9
ingredient:petitsuisse_fresh_cream_cheese_type_with_fruits_fat_fortified_with_calcium_and_vitamin_d,3.853371232700036,0.286248951,18.9
ingredient:petitsuisse_fresh_cream_cheese_type_plain_fat_free,3.4705192727000367,0.266352571,18.4
ingredient:petitsuisse_like_fresh_cream_cheese_plain_around_fat,4.9651796803349,0.3435706785999999,20.1
ingredient:petitsuisse_fresh_cream_cheese_type_plain_around_fat,4.055469322700035,0.2967823209999999,19.1
ingredient:chocolate_cake_w_melting_centre_refrigerated,16.766279616852902,1.2139802405,47.6
ingredient:rice_pudding_w_caramel_sauce_refrigerated,3.647730010908901,1.9320382265,26.8
ingredient:rice_pudding_canned,3.5978732366954,2.223576527,25.4
ingredient:semolina_pudding_with_raisins_and_caramel_sauce_refrigerated,3.5995340733349,0.5141124295,26.2
ingredient:semolina_pudding_canned,3.5605983511054,0.5475094420000001,25.5
ingredient:floating_island_refrigerated,3.8315809450559,0.6714140775,27.8
ingredient:renneted_milk_flavoured_refrigerated,3.651373570894701,0.3114665586999999,15.9
ingredient:fermented_milk_drink_plain_whole_milk,3.655179666070037,0.3184958449999999,15.3
ingredient:fermented_milk_drink_plain_skimmed_milk,3.3191488633067,0.3008252006999999,15.3
ingredient:fermented_milk_or_dairy_specialty_yogurt_type_flavoured_with_sugar_with_bifidus,3.7463895234949,0.4577091176,25.8
ingredient:fermented_milk_or_dairy_specialty_yogurt_type_with_fruits_with_sugar_with_bifidus,3.7768589247819,1.6383894525999998,26.2
ingredient:fermented_milk_or_dairy_specialty_yogurt_type_plain_with_bifidus,3.7870398688919,0.3415483286,25.1
ingredient:milk_jelly_flavoured_reduced_fat_and_sugar_refrigerated,3.6174538853119,0.4493860466,25.1
ingredient:milk_jelly_flavoured_covered_with_caramel_refrigerated,3.5151457070779006,0.7372594596,26.9
ingredient:milk_jelly_flavoured_refrigerated,3.6174538853119,0.4493860466,25.1
ingredient:fruit_liegeois,4.1079131494969,1.7417444544999998,28.3
ingredient:custard_topped_with_whipped_cream_refrigerated,10.4458818415409,0.6215810615,35.5
ingredient:milkshake_from_fast_foods_restaurant,3.0200192031746,0.3556176523999999,14.8
ingredient:chestnut_mousse_refrigerated,4.718465157649899,1.8035660405,36.2
ingredient:chocolate_mousse_refrigerated,19.370895590374904,0.9307823625,38.2
ingredient:mousse_chocolate_refrigerated,19.5204373354479,0.9569930005,39.2
ingredient:fruit_mousse_refrigerated,4.569923402579899,1.7773554025,35.2
ingredient:mousse_topped_with_whipped_cream_refrigerated,10.1538538387319,0.5886167455,25.7
ingredient:french_toast,4.3683186395359,0.7435696185,31.3
ingredient:panna_cotta_refrigerated,4.7635977287279,0.6655046225000001,35.1
ingredient:profiteroles_with_custard_and_chocolate_sauce_refrigerated,8.4943648683689,0.5967459575,34.8
ingredient:rice_pudding_refrigerated,3.6838248157489,2.2020806885,26.9
ingredient:semolina_pudding_refrigerated,3.5995340733349,0.5141124295,26.2
ingredient:tiramisu_refrigerated,21.3037297869069,7.738705207199999,93.2
ingredient:yogurt_goats_milk_plain_around_fat,4.085904087541899,0.6922870262,27.0
ingredient:yogurt_fermented_milk_or_dairy_specialty_with_cereals_fat_free,4.683605892860899,1.4930837982,28.9
ingredient:yogurt_fermented_milk_or_dairy_specialty_flavoured_with_sweetener_fat_free,3.746503953369899,0.4580073142,25.8
ingredient:yogurt_fermented_milk_or_dairy_specialty_flavoured_with_sugar,3.746503953369899,0.4580073142,25.8
ingredient:yogurt_fermented_milk_or_dairy_specialty_flavoured_w_sugar_with_cream,3.6973832061129,0.4518344472,26.2
ingredient:yogurt_fermented_milk_or_dairy_specialty_w_cereals,4.683605892860899,1.4930837982,28.9
ingredient:yogurt_fermented_milk_or_dairy_specialty_with_chocolate_shavings_with_cream_with_sugar,5.004648694362899,1.0643253551999998,27.0
ingredient:yogurt_fermented_milk_or_dairy_specialty_with_fruits_with_sweetener_fat_free,3.7769733847229,1.6386883912,26.2
ingredient:yogurt_fermented_milk_or_dairy_specialty_with_fruits_with_sweetener_fat_free_fortified_with_vitamin_d,3.7769733847229,1.6386883912,26.2
ingredient:yogurt_fermented_milk_or_dairy_specialty_w_fruits_with_sugar,3.7769733847229,1.6386883912,26.2
ingredient:yogurt_fermented_milk_or_dairy_specialty_w_fruits_with_sugar_with_cream,3.7769733847229,1.6386883912,26.2
ingredient:yogurt_fermented_milk_or_dairy_specialty_with_fruits_with_sugar_fortified_with_vitamin_d,3.7769733847229,1.6386883912,26.2
ingredient:yogurt_fermented_milk_or_dairy_specialty_plain,3.7871542977578994,0.3418465262,25.1
ingredient:yogurt_fermented_milk_or_dairy_specialty_plain_fat_free,3.7871542977578994,0.3418465262,25.1
ingredient:yogurt_fermented_milk_or_dairy_specialty_plain_w_cream,4.4255102423729,0.3758699142,27.3
ingredient:yogurt_fermented_milk_or_dairy_specialty_plain_w_sugar,3.7110030635348994,0.4634236642,25.4
ingredient:yogurt_greekstyle_plain,3.7871542977578994,0.3418465262,25.1
ingredient:young_goat_raw,82.84768219726531,6.9458470048,91.9
ingredient:young_goat_cooked,104.911351523703,8.788309811100001,120.0
ingredient:duck_fat,5.213170796165901,0.7237714628999999,43.9
ingredient:turkey_fat,4.660739477320899,0.7434318562000001,30.2
ingredient:chicken_fat,4.6616237771359,0.7431073709,30.2
ingredient:goose_fat,4.6616237771359,0.7431073709,30.2
ingredient:pork_fat_raw,5.106056687243404,0.6729006159,31.2
ingredient:lard_or_pork_fat,5.106056687243404,0.6729006159,31.2
ingredient:butter_light_fat_unsalted,12.581074865822895,0.6990292717000001,32.1
ingredient:butter_fat_light_lightly_salted,14.5019359181699,0.7951664827,32.3
ingredient:butter_fat_light_unsalted,14.555973687559897,0.7980662747,32.2
ingredient:butter_fat_lightly_salted,15.755169799650895,0.8574731947,32.3
ingredient:butter_fat_salted,15.755169799650895,0.8574731947,32.3
ingredient:butter_fat_unsalted,15.8911437865809,0.8646741657,32.3
ingredient:butter_fat_unsalted_easytospread,15.8911437865809,0.8646741657,32.3
ingredient:butter_oil_or_concentrated_butter,15.8903535481989,0.8645673503000001,32.2
ingredient:dairy_fat_fat_light_spreadable_unsalted,9.095156397189902,0.5248315197000001,32.0
ingredient:dairy_fat_fat_light_spreadable_unsalted,10.2232908246659,0.5814586517000001,32.1
ingredient:cod_liver_oil,6.09482212016432,1.0278778141,43.4
ingredient:herring_oil,6.09482212016432,1.0278778141,43.4
ingredient:sardine_oil,6.09482212016432,1.0278778141,43.4
ingredient:salmon_oil,6.09482212016432,1.0278778141,43.4
ingredient:cocoa_butter,54.67781178012179,0.4388343731,66.2
ingredient:combined_oil,5.005679151795801,0.7336713521,20.6
ingredient:combined_oil,4.4726336211138005,4.9885011311000005,21.5
ingredient:peanut_oil,8.547627295386699,24.421446430899994,39.6
ingredient:avocado_oil,11.684478679340298,107.1467341442,56.1
ingredient:virgin_coconut_oil,8.0500999532515,10.4354831727,0.0
ingredient:rapeseed_oil,4.995809013243701,0.5993871599,20.1
ingredient:cottonseed_oil,8.137860948021698,52.5203233809,43.6
ingredient:linseed_oil,10.0360336472117,2.3155968199,50.3
ingredient:maizecorn_oil,7.0441275273077,10.4124758379,26.0
ingredient:hazelnut_oil,19.652417641279698,25.2964752269,78.9
ingredient:palm_oil_refined,13.3081425616107,1.9630468869,44.3
ingredient:palm_oil,12.2338060433807,1.8814392669,37.7
ingredient:yogurt_cake,5.20616566868,1.8757928446,41.0
ingredient:sesame_oil,7.883712449973701,0.9208582469,40.2
ingredient:soy_oil,7.4616171995029,0.7173657743,37.5
ingredient:sunflower_oil,4.715162216369901,0.7877459322999999,20.5
ingredient:olive_oil_extra_virgin,3.2517972266337005,22.1855350929,33.4
ingredient:coconut_oil,8.5682085199763,8.630316641199999,41.5
ingredient:frying_oil,4.750113667312701,0.7423655749000001,20.3
ingredient:solid_vegetable_fat_for_frying,5.169307703549902,5.0433343913,30.1
ingredient:blended_fat_fat,7.8507155139059,0.7018403566,25.8
ingredient:blended_fat_fat_lightly_salted,7.8507155139059,0.7018403566,25.8
ingredient:blended_fat_spreadable_fat,6.8615247475359,0.6521468946000001,25.7
ingredient:blended_fat_spreadable_fat_lightly_salted,6.853757935945899,0.6519577926000001,25.7
ingredient:vegetable_fat_spreadable_fat_light_lightly_salted_with_plant_sterols_esters,4.6365101060369,1.1112139842000002,23.5
ingredient:vegetable_fat_fat_light_lightly_salted,6.341592324946901,1.7350220792,28.4
ingredient:vegetable_fat_spreadable_fat_light_lightly_salted_rich_in_omega,5.0131770128069,0.9212908242,25.7
ingredient:vegetable_fat_spreadable_fat_light_unsalted,3.9912551971648993,2.9846044762,25.6
ingredient:vegetable_fat_spreadable_fat_light_unsalted_with_plant_sterols_esters,4.1400474475259,3.1849959102,26.0
ingredient:vegetable_fat_spreadable_fat_light_unsalted_rich_in_omega,5.0480814780769,0.9305294022,25.8
ingredient:vegetable_fat_fat_unsalted_sunflowerseed,4.5159921935989,0.9517042762,24.7
ingredient:vegetable_fat_fat_unsalted,8.5616731018369,1.2453579432000002,33.8
ingredient:vegetable_fat_fat_salted,7.9739663996368995,2.3256403161999994,33.2
ingredient:vegetable_fat_spreadable_fat_light_lightly_salted,4.441970225089899,0.5970693091999999,23.2
ingredient:vegetable_fat_spreadable_fat_light_unsalted,4.338080487530899,0.5829991192,22.9
ingredient:vegetable_fat_spreadable_fat_light_unsalted_rich_in_omega,3.2722417824559,2.1632218612,21.8
ingredient:vegetable_fat_fat_unsalted,4.720177616731899,3.9973161382,28.0
ingredient:biscuit_bar_filled_with_fruits_reduced_fat,4.869896607692,2.952248912,28.1
ingredient:cereal_bar_with_fruit_fortified_with_vitamins_and_minerals,6.523487057941001,3.276817232,41.4
ingredient:cereal_bar_with_chocolate_fortified_with_vitamins_and_minerals,13.779771934364,1.237949154,47.6
ingredient:cereal_bar_with_almonds_or_hazelnuts,7.707105444248,8.307289952000001,45.0
ingredient:cereal_bar_w_fruit,6.523487057941001,3.276817232,41.4
ingredient:chocolate_cereal_bar,13.779771934364,1.237949154,47.6
ingredient:milky_cereal_breakfast_bar_with_chocolate_or_not_fortified_with_vitamins_and_minerals,13.779771934364,1.2379491530000002,47.6
ingredient:salty_snacks_made_from_potato,3.0735165605610004,0.7031631550000002,24.6
ingredient:salty_snacks_puff_pastry,3.0735165605610004,0.7031631550000002,24.6
ingredient:puffed_salty_snacks_made_from_maizecorn_with_peanuts,3.0735165605610004,0.7031631550000002,24.6
ingredient:puffed_salty_snacks_made_from_maizecorn_without_peanuts,3.0735165605610004,0.7031631550000002,24.6
ingredient:puffed_salty_snacks_made_from_potato,3.0735165605610004,0.7031631550000002,24.6
ingredient:puffed_salty_snacks_made_from_potato_and_soy,3.0735165605610004,0.7031631550000002,24.6
ingredient:salty_snacks_crackers_garnished_or_filled_with_cheese,3.0735165605610004,0.7031631550000002,24.6
ingredient:salty_snacks_crackers_plain,3.0735165605610004,0.7031631550000002,24.6
ingredient:salty_snacks_crackers_reduced_fat,3.0735165605610004,0.7031631550000002,24.6
ingredient:salty_snacks_mini_pretzels_or_sticks,3.0735165605610004,0.7031631550000002,24.6
ingredient:breakfast_biscuit_with_cereals_fortified_with_vitamins_and_chemical_elements,7.176189887070002,1.15925586,39.2
ingredient:soft_cake_filled_with_fruit_paste_or_fruit_puree_and_sugar_icing_coated,5.828868732662,3.140715362,35.8
ingredient:pastry_biscuit_with_meringue,4.125771231465,1.434435301,34.5
ingredient:biscuit_sponge_cake_with_fruits_covering_prepacked,5.828868732762,3.140715362,35.8
ingredient:biscuit_vitamins_content_guaranteed,4.391785972333,1.4665768659999998,37.1
ingredient:biscuit_vitamins_and_chemical_elements_content_guaranteed,7.176189887070002,1.15925586,39.2
ingredient:biscuit_shortbread_with_butter,6.764789897983,1.01389868,29.9
ingredient:biscuit_shortbread_with_butter_and_chocolate,12.126181474129002,0.913380833,34.4
ingredient:biscuit_with_milk,6.171392343705,0.956368244,36.7
ingredient:biscuit_with_fruits_reduced_salt,6.095883473629,3.172856938,38.4
ingredient:biscuit_sponge_fingers_or_lady_fingers,4.391785972333,1.4665768659999998,37.1
ingredient:biscuit_chocolate_covering,15.592253449228997,1.266243511,47.8
ingredient:biscuit_covering_with_a_chocolate_bar,15.592253449228997,1.266243511,47.8
ingredient:biscuit_with_chocolate_prepacked,13.352168340071,1.13398886,44.6
ingredient:biscuit_sponge_cake_with_chocolate_prepacked,13.085153599194,1.101847294,42.0
ingredient:biscuit_shortbread_with_chocolate_prepacked,12.126181474129002,0.913380833,34.4
ingredient:biscuit_with_chocolate_prepacked,12.126181474129002,0.913380833,34.4
ingredient:crispy_biscuit_without_chocolate_reduced_fat,7.279501829955,8.203329657000001,42.0
ingredient:crispy_biscuit_with_chocolate_reduced_fat,13.352168340071,1.13398886,44.6
ingredient:biscuit_puff_pastry,7.181530643347002,1.0895367610000002,35.9
ingredient:biscuit_filled_with_fruit_paste_or_fruit_puree,6.095883473629,3.172856938,38.4
ingredient:biscuit_filled_with_fruits_reduced_fat,6.095883473629,3.172856938,38.4
ingredient:biscuit_with_nuts,7.279501829955,8.203329657000001,42.0
ingredient:biscuit_with_fruit_covering,4.869896607692,2.952248912,28.1
ingredient:biscuit_plain,7.176189887070002,1.15925586,39.2
ingredient:biscuit_thin_w_almonds,7.279501829955,8.203329657000001,42.0
ingredient:biscuit_reduced_sugar,7.176189887070002,1.15925586,39.2
ingredient:butter_biscuit,4.945405477762,0.735760218,26.5
ingredient:butter_biscuit_with_chocolate,14.371907998965003,1.093165737,36.5
ingredient:breakfast_biscuit,7.176189887070002,1.15925586,39.2
ingredient:breakfast_biscuit_reduced_sugar,7.176189887070002,1.15925586,39.2
ingredient:breakfast_biscuit_with_chocolate,13.352168340071,1.13398886,44.6
ingredient:biscuit_cat_tongue_type,8.020812203768001,1.309549546,40.9
ingredient:biscuit_thin_w_fruits,7.405458726088002,1.444271564,40.2
ingredient:biscuit_with_vegetal_fat,3.866206457135,1.5488230700000003,34.7
ingredient:biscuit_assortment_of_miniature_sweets_and_biscuits,8.020812203768001,1.309549546,40.9
ingredient:biscuit_shortbread_with_fruits,4.869896607692,2.952248912,28.1
ingredient:biscuit,7.176189887070002,1.15925586,39.2
ingredient:breakfast_cereals_puffedpopped_corn_with_honey,6.788456232829002,6.449800172,37.4
ingredient:breakfast_cereals_puffedpopped_corn_with_honey_fortified_with_vitamins_and_chemical_elements,6.788456232829002,6.449800172,37.4
ingredient:coated_peanuts,6.567844961252001,10.591742569,30.7
ingredient:breakfast_cereals_with_chocolate_not_filled,6.788456232829002,6.449800172,37.4
ingredient:breakfast_cereals_puffedpopped_cereals_wholemeal_fortified_with_vitamins_and_chemical_elements,6.788456232829002,6.449800172,37.4
ingredient:breakfast_cereals_diet_with_chocolate_not_fortified,6.788456232829002,6.449800172,37.4
ingredient:breakfast_cereals_diet_with_chocolate_fortified_with_vitamins_and_chemical_elements,6.788456232829002,6.449800172,37.4
ingredient:breakfast_cereals_diet_with_fruits_not_fortified,6.788456232829002,6.449800172,37.4
ingredient:breakfast_cereals_diet_with_dried_fruits_fortified_with_vitamins_and_chemical_elements,6.788456232829002,6.449800172,37.4
ingredient:breakfast_cereals_diet_with_fruits_fortified_with_vitamins_and_chemical_elements,6.788456232829002,6.449800172,37.4
ingredient:breakfast_cereals_diet_plain_not_fortified,6.788456232829002,6.449800172,37.4
ingredient:breakfast_cereals_diet_plain_or_with_honey_fortified_with_vitamins_and_chemical_elements,6.788456232829002,6.449800172,37.4
ingredient:breakfast_cereals_with_chocolate_not_filled_fortified_with_vitamins_and_chemical_elements,6.788456232829002,6.449800172,37.4
ingredient:breakfast_cereals_filled_with_chocolate_or_chocolatehazelnuts,6.788456232829002,6.449800172,37.4
ingredient:breakfast_cereals_filled_with_chocolate_or_chocolatehazelnuts_fortified_with_vitamins_and_chemical_elements,6.788456232829002,6.449800172,37.4
ingredient:breakfast_cereals_filled_with_a_filling_other_than_chocolate_fortified_with_vitamins_and_chemical_elements,6.788456232829002,6.449800172,37.4
ingredient:breakfast_cereals_rich_in_fibre_with_chocolate_fortified_with_vitamins_and_chemical_elements,6.788456232829002,6.449800172,37.4
ingredient:breakfast_cereals_rich_in_fibre_with_or_without_fruits_fortified_with_vitamins_and_chemical_elements,6.788456232829002,6.449800172,37.4
ingredient:breakfast_cereals_very_rich_in_fibre_fortified_with_vitamins_and_chemical_elements,6.788456232829002,6.449800172,37.4
ingredient:prawn_crackers,10.895113759182,37.207236984000005,68.9
ingredient:corn_chips_or_tortilla_chips,4.670042065427,0.859929978,38.3
ingredient:wafer_cookie,5.744867956023999,1.3353623955999998,35.0
ingredient:cone_wafer_for_ice_cream,6.910175136203001,1.127114294,36.6
ingredient:biscuit_with_chocolate_drops,12.543064571026004,1.416219993,45.4
ingredient:wafer_cookie,5.744867956023999,1.3353623955999998,35.0
ingredient:salted_crispy_crepe_with_cheese_prepacked,3.0735165605610004,0.7031631550000002,24.6
ingredient:wafer_cookie_with_chocolate_prepacked,20.677323929493003,1.2358021236,50.1
ingredient:oat_flakes_precooked_raw,3.118469287793,0.7711951650000001,24.5
ingredient:oat_flakes_boiledcooked_in_water,2.0267134681820305,0.5718237611,9.32
ingredient:florentine_biscuit_with_almonds,7.176189887070002,1.15925586,39.2
ingredient:wafer_biscuit_filled_with_chocolate_prepacked,15.326484377779998,1.2350453685999998,45.3
ingredient:wafer_biscuit_filled_with_nuts_with_chocolate_or_not_prepacked,7.012731475076,8.172105045600002,39.4
ingredient:wafer_biscuit_with_fruits,5.829112608519999,3.1416217386,35.8
ingredient:wafer_biscuit_without_filling,6.910421356700999,1.1280690705999998,36.6
ingredient:wafer_biscuit_plain_or_vanilla_flavoured_prepacked,6.910421356700999,1.1280690705999998,36.6
ingredient:dried_sponge_cake_filled_with_fruits_and_covered_with_chocolate,4.938612306713001,1.803460833,38.2
ingredient:biscuit_snack_w_chocolate_filling,13.203993740202998,1.351709573,46.7
ingredient:biscuit_snack_with_fruits_filling,6.095883473629,3.172856938,38.4
ingredient:biscuit_snack_with_dairy_or_vanilla_filling,13.352168340071,1.13398886,44.6
ingredient:breakfast_cereals_popped_or_puffed_wheat_grain_with_honey_or_caramel_fortified_with_vitamins_and_chemical_elements,6.788456232829002,6.449800172,37.4
ingredient:breakfast_cereals_chocolate_puffedpopped_wheat_grain_fortified_with_vitamins_and_chemical_elements,6.788456232829002,6.449800172,37.4
ingredient:macaroon,4.676842514320001,10.505342013,37.2
ingredient:meringue,4.0922876278050015,1.799487403,34.8
ingredient:muesli_crunchy_with_chocolate,5.102601256544001,1.226060296,31.1
ingredient:muesli_crunchy_with_chocolate_with_or_without_fruits_fortified_with_vitamins_and_chemical_elements,5.102669833714001,1.2274770119999998,31.1
ingredient:muesli_crunchy_with_fruits_andor_dried_fruits_grains,5.102669833714001,1.2274770119999998,31.1
ingredient:muesli_crunchy_with_fruits_or_dried_fruits_fortified_with_vitamins_and_chemical_elements,5.102669833714001,1.2274770119999998,31.1
ingredient:muesli_flakes_with_fruits_or_dried_fruits,5.102669833714001,1.2274770119999998,31.1
ingredient:muesli_flakes_with_fruits_or_dried_fruits_fortified_with_vitamins_and_chemical_elements,5.102669833714001,1.2274770119999998,31.1
ingredient:muesli_flakes_with_fruits_or_dried_fruits_without_sugar,5.102669833714001,1.2274770119999998,31.1
ingredient:muesli_flakes,5.102669833714001,1.2274770119999998,31.1
ingredient:breakfast_cereals_mix_of_puffed_or_extruded_cereals_fortified_with_vitamins_and_chemical_elements,6.788456232829002,6.449800172,37.4
ingredient:biscuit_palmier_from_bakery,7.181530643347002,1.0895367610000002,35.9
ingredient:breakfast_cereals_wheat_flakes_with_walnuts_hazelnuts_or_almonds_fortified_with_vitamins_and_chemical_elements,6.788456232829002,6.449800172,37.4
ingredient:breakfast_cereals_chocolate_wheat_grain_flakes,6.788456232829002,6.449800172,37.4
ingredient:breakfast_cereals_chocolate_wheat_grain_flakes_fortified_with_vitamins_and_chemical_elements,6.788456232829002,6.449800172,37.4
ingredient:breakfast_cereals_corn_flakes_sugar_iced,6.788456232829002,6.449800172,37.4
ingredient:breakfast_cereals_corn_flakes_sugar_iced_fortified_with_vitamins_and_chemical_elements,6.788456232829002,6.449800172,37.4
ingredient:breakfast_cereals_corn_flakes_plain,6.788456232829002,6.449800172,37.4
ingredient:breakfast_cereals_corn_flakes_plain_fortified_with_vitamins_and_chemical_elements,6.788456232829002,6.449800172,37.4
ingredient:popcorn_or_airpopped_maize_unsalted,2.0322273656374,0.9517426268,22.5
ingredient:popcorn_or_oil_popped_maize_salted,1.8799811355571,0.7706276107000001,22.2
ingredient:popcorn_or_popped_maize_with_caramel,3.4561919106359995,1.414037331,23.3
ingredient:shortbread_cookie_w_coconut,5.21585663727,2.287782534,27.8
ingredient:shortbread_cookie_with_cocoa_or_chocolate_or_praline_or_other,12.126181464129,0.913380832,34.4
ingredient:shortbread_cookie_with_fruit,5.098020429533,1.022939207,29.8
ingredient:shortbread_pastry_biscuit,6.380861601479002,0.971493083,29.3
ingredient:speculoos_biscuit,7.635384342877,2.5496693116,37.0
ingredient:biscuit_extruded_and_grilled_chocolate_filling,3.0756385794479995,0.446125081,24.4
ingredient:biscuit_extruded_and_grilled_fruits_filling,3.0756385794479995,0.446125081,24.4
ingredient:maizecorn_starch,3.10318660638974,3.9859129272,18.5
ingredient:wheat_flour_selfraising,1.583051720729,0.2054852285,9.03
ingredient:wheat_flour_type,1.583051720729,0.2054852285,9.03
ingredient:wheat_flour_type,1.583051720729,0.2054852285,9.03
ingredient:wheat_flour_type,1.583051720729,0.2054852285,9.03
ingredient:wheat_flour_type,1.583051720729,0.2054852285,9.03
ingredient:wheat_flour_type,1.583051720729,0.2054852285,9.03
ingredient:wheat_flour_type,1.583051720729,0.2054852285,9.03
ingredient:maizecorn_flour,1.7313521854346,0.7464917485,12.0
ingredient:millet_flour,1.7672137471586,1.2276524441000003,12.4
ingredient:chick_pea_flour,1.9489198866106,0.2272834201,12.6
ingredient:rice_flour,4.955616723415599,17.0189694021,15.9
ingredient:buckwheat_flour,2.4230555632785995,0.5855958140999998,12.5
ingredient:rye_flour_type,1.4324287403385998,0.1725341041,11.4
ingredient:rye_flour_type,1.4324287403385998,0.1725341041,11.4
ingredient:rye_flour_type,1.4324287403385998,0.1725341041,11.4
ingredient:soya_flour,2.7552459859830005,0.2152172352999999,12.5
